Company,Ram,Touchscreen,Gpu_brand,Cpu_brand,P,os,M,G,MD,W,AI,S,O
Dell,8,1,Intel,Intel Core i7,4.184,Windows,1,0,0,0,1,1,1
Dell,32,0,Nvidia,Intel Core i7,5.967,Windows,1,1,1,1,1,0,0
Toshiba,8,0,Intel,Intel Core i5,2.515,Windows,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,4.369,Windows,1,1,1,1,1,0,0
HP,8,0,Nvidia,Intel Core i5,2.086,Windows,0,0,0,0,0,0,0
Lenovo,4,0,Intel,Intel Core i5,2.135,Windows,1,0,0,0,0,1,1
Asus,16,1,Nvidia,Intel Core i7,3.834,Windows,1,1,1,1,1,0,0
HP,6,0,Intel,Intel Core i7,1.234,Windows,1,0,0,0,1,1,1
Asus,16,0,Nvidia,Intel Core i7,3.727,Windows,1,1,1,1,1,0,0
Dell,12,1,Intel,Intel Core i7,2.768,Windows,1,0,0,0,1,1,1
Toshiba,4,0,Intel,Intel Core i5,2.547,Windows,1,0,0,0,0,1,1
Lenovo,6,0,AMD,AMD Processor,1.17,Windows,0,0,0,0,0,0,0
Fujitsu,4,0,Intel,Intel Core i5,1.383,Windows,1,0,0,0,0,1,1
Toshiba,4,0,Intel,Intel Core i5,1.95,Windows,1,0,0,0,0,1,1
Dell,4,0,AMD,Intel Core i5,1.277,Windows,0,0,0,0,0,0,0
HP,8,0,Intel,Intel Core i5,1.718,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i7,2.534,Windows,1,0,0,0,1,0,0
Dell,8,0,AMD,Intel Core i7,1.596,Windows,1,0,0,0,1,0,0
Dell,8,0,Intel,Intel Core i5,2.385,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Dual Core,4.066,Windows,1,0,0,0,0,1,1
HP,4,0,AMD,Intel Core i3,1.063,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Dual Core,0.577,Linux,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i5,2.875,Windows,1,0,0,0,0,1,1
Dell,8,1,Intel,Intel Core i5,1.895,Windows,1,0,0,0,0,1,1
Asus,8,0,Intel,Intel Core i5,2.451,Windows,1,0,0,0,0,1,1
HP,8,1,Intel,Intel Core i7,2.875,Windows,1,0,0,0,1,1,1
Acer,4,0,Intel,Intel Dual Core,0.81,Windows,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,3.834,Windows,1,1,1,1,1,0,0
HP,8,0,Intel,Intel Core i7,4.452,Windows,1,0,0,0,1,1,1
Acer,8,0,Nvidia,Intel Core i7,2.685,Windows,1,0,0,0,1,0,0
HP,8,0,Intel,Intel Core i5,2.534,Windows,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Core i3,1.166,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,1.66,Windows,1,0,0,0,0,1,1
Toshiba,4,0,Intel,Intel Core i5,2.547,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,2.344,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,2.568,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i7,3.088,Windows,1,0,0,0,1,1,1
HP,8,0,Nvidia,Intel Core i5,2.236,Windows,0,0,0,0,0,0,0
HP,4,0,Intel,Intel Core i3,1.458,Windows,1,0,0,0,0,1,1
Dell,8,0,Nvidia,Intel Core i5,2.023,Windows,0,0,0,0,0,0,0
HP,4,0,Intel,Intel Core i5,3.28,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,3.389,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i7,4.022,Windows,1,0,0,0,1,1,1
HP,4,0,Intel,Intel Core i3,1.705,Windows,1,0,0,0,0,1,1
Toshiba,8,0,Intel,Intel Core i5,2.579,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i3,1.641,Windows,1,0,0,0,0,1,1
Lenovo,16,0,Nvidia,Intel Core i7,6.325,Windows,1,1,1,1,1,0,0
Toshiba,8,0,Intel,Intel Core i5,3.175,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i7,4.75,Windows,1,0,0,0,1,1,1
Dell,4,1,Intel,Intel Core i3,1.696,Windows,1,0,0,0,0,1,1
Toshiba,8,0,Intel,Intel Core i5,3.389,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,2.449,Windows,1,0,0,0,0,1,1
HP,8,0,Nvidia,Intel Core i7,2.526,Windows,1,0,0,0,1,0,0
Dell,8,0,Intel,Intel Core i5,2.23,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,3.323,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,2.534,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,2.259,Windows,1,0,0,0,0,1,1
Dell,8,1,Intel,Intel Core i5,3.461,Windows,1,0,0,0,0,1,1
HP,8,0,Nvidia,Intel Core i5,2.302,Windows,0,0,0,0,0,0,0
HP,4,0,Intel,Intel Core i5,2.074,Windows,1,0,0,0,0,1,1
Acer,6,0,AMD,AMD Processor,0.872,Windows,0,0,0,0,0,0,0
MSI,8,0,Nvidia,Intel Core i7,2.54,Windows,1,0,0,0,1,0,0
HP,8,0,Intel,Intel Core i5,2.547,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i7,2.619,Windows,1,0,0,0,1,1,1
HP,8,0,Intel,Intel Core i7,2.875,Windows,1,0,0,0,1,1,1
HP,4,0,Intel,Intel Core i5,1.581,Windows,1,0,0,0,0,1,1
Toshiba,8,0,Intel,Intel Core i7,3.676,Windows,1,0,0,0,1,1,1
Dell,8,0,Intel,Intel Core i5,2.265,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,2.154,Windows,1,0,0,0,0,1,1
Lenovo,4,1,Intel,Intel Core i7,1.805,Windows,1,0,0,0,1,1,1
Vero,2,0,Intel,Intel Dual Core,0.449,Windows,1,0,0,0,0,1,1
Toshiba,16,0,Nvidia,Intel Core i7,3.037,Windows,1,1,1,1,1,0,0
Lenovo,8,0,Intel,Intel Core i5,2.237,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,2.131,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,4.483,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,3.131,Windows,1,0,0,0,0,1,1
MSI,16,0,Nvidia,Intel Core i7,3.294,Windows,1,1,1,1,1,0,0
Lenovo,16,0,Nvidia,Intel Core i7,4.88,Windows,1,1,1,1,1,0,0
Asus,4,0,Intel,Intel Dual Core,0.614,Linux,1,0,0,0,0,1,1
Lenovo,16,0,Intel,Intel Core i7,5.584,Windows,1,0,0,1,1,1,1
HP,8,0,Nvidia,Intel Core i7,2.086,Windows,1,0,0,0,1,0,0
Dell,8,1,Intel,Intel Core i5,2.332,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,2.086,Windows,1,0,0,0,0,1,1
Dell,16,1,Intel,Intel Core i7,4.804,Windows,1,0,0,1,1,1,1
HP,4,0,Intel,Intel Core i3,1.503,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,1.063,Linux,1,0,0,0,0,1,1
Acer,8,0,AMD,AMD Processor,0.957,Windows,0,0,0,0,0,0,0
Dell,12,1,Intel,Intel Core i7,2.768,Windows,1,0,0,0,1,1,1
MSI,16,0,Nvidia,Intel Core i7,3.877,Windows,1,1,1,1,1,0,0
HP,8,0,Intel,Intel Core i7,2.28,Windows,1,0,0,0,1,1,1
Asus,16,0,Nvidia,Intel Core i7,2.127,Linux,1,1,1,1,1,0,0
Dell,4,0,Intel,Intel Core i5,1.191,Windows,1,0,0,0,0,1,1
Dell,16,0,AMD,Intel Core i7,2.11,Windows,1,1,1,1,1,0,0
MSI,16,0,Nvidia,Intel Core i7,4.111,Windows,1,1,1,1,1,0,0
Dell,8,0,Intel,Intel Core i7,3.107,Windows,1,0,0,0,1,1,1
Dell,8,1,Intel,Intel Core i7,1.701,Windows,1,0,0,0,1,1,1
Dell,16,0,Nvidia,Intel Core i7,2.832,Windows,1,1,1,1,1,0,0
Apple,8,0,Intel,Intel Dual Core,2.771,Mac,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Core i3,1.027,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,2.555,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,2.555,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i7,2.323,Windows,1,0,0,0,1,1,1
Lenovo,8,1,Intel,Intel Core i7,3.652,Windows,1,0,0,0,1,1,1
Lenovo,8,0,AMD,Intel Core i5,1.404,Windows,0,0,0,0,0,0,0
Lenovo,4,0,Nvidia,Intel Core i5,2.082,Windows,0,0,0,0,0,0,0
MSI,16,0,Nvidia,Intel Core i7,5.326,Windows,1,1,1,1,1,0,0
Lenovo,4,0,Intel,Intel Core i5,1.151,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,2.003,Windows,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Dual Core,2.982,Windows,1,0,0,0,0,1,1
Lenovo,32,0,Nvidia,Intel Core i7,6.905,Windows,1,1,1,1,1,0,0
Lenovo,4,1,Intel,Intel Dual Core,1.377,Windows,1,0,0,0,0,1,1
HP,16,0,Intel,Intel Core i7,4.367,Windows,1,0,0,1,1,1,1
Dell,8,0,Intel,Intel Core i5,1.598,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,2.197,Windows,1,0,0,0,0,1,1
HP,8,0,AMD,Intel Core i7,3.186,Windows,1,0,0,0,1,0,0
Lenovo,8,0,Intel,Intel Core i5,2.555,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Dual Core,1.311,Linux,1,0,0,0,0,1,1
Acer,4,0,AMD,AMD Processor,0.825,Windows,0,0,0,0,0,0,0
Dell,4,0,Intel,Intel Dual Core,0.839,Linux,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i3,0.737,Linux,1,0,0,0,0,1,1
Asus,8,0,Nvidia,Intel Core i7,3.408,Windows,1,0,0,0,1,0,0
Dell,4,0,AMD,Intel Core i5,1.744,Windows,0,0,0,0,0,0,0
HP,4,0,Intel,Intel Core i5,3.408,Windows,1,0,0,0,0,1,1
Acer,8,0,Nvidia,Intel Core i5,1.703,Windows,0,0,0,0,0,0,0
Dell,8,0,AMD,Intel Core i5,1.361,Windows,0,0,0,0,0,0,0
MSI,8,0,Nvidia,Intel Core i7,3.408,Windows,1,0,0,0,1,0,0
HP,4,0,Intel,Intel Dual Core,1.066,Windows,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,4.9,Windows,1,1,1,1,1,0,0
Dell,4,0,Intel,Intel Core i3,2.419,Windows,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Core i3,2.487,Windows,1,0,0,0,0,1,1
Acer,4,0,Intel,Intel Dual Core,0.445,Linux,1,0,0,0,0,1,1
HP,8,0,AMD,Intel Core i7,6.178,Windows,1,0,0,0,1,0,0
Lenovo,16,0,Nvidia,Intel Core i7,2.555,Windows,1,1,1,1,1,0,0
Dell,8,0,Intel,Intel Core i5,3.012,Windows,1,0,0,0,0,1,1
MSI,8,0,Nvidia,Intel Core i7,3.221,Windows,1,0,0,0,1,0,0
Lenovo,4,1,Intel,Intel Core i5,1.848,Windows,1,0,0,0,0,1,1
HP,4,0,AMD,AMD Processor,0.848,Windows,0,0,0,0,0,0,0
Asus,16,0,Nvidia,Intel Core i7,2.854,Windows,1,1,1,1,1,0,0
HP,8,1,Intel,Intel Dual Core,3.621,Windows,1,0,0,0,0,1,1
Dell,4,0,AMD,Intel Core i5,1.639,Windows,0,0,0,0,0,0,0
Lenovo,4,0,Intel,Intel Core i3,0.914,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i7,4.196,Windows,1,0,0,0,1,1,1
Lenovo,4,1,Intel,Intel Dual Core,1.17,Linux,1,0,0,0,0,1,1
Dell,8,0,Intel,Intel Core i7,2.939,Windows,1,0,0,0,1,1,1
Lenovo,16,0,Nvidia,Intel Core i7,5.861,Windows,1,1,1,1,1,0,0
Razer,8,1,Intel,Intel Core i7,2.193,Windows,1,0,0,0,1,1,1
Toshiba,16,0,Intel,Intel Core i7,4.744,Windows,1,0,0,1,1,1,1
Asus,8,0,Nvidia,Intel Core i7,2.797,Windows,1,0,0,0,1,0,0
Vero,4,0,Intel,Intel Dual Core,0.418,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,3.602,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,3.225,Windows,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Core i5,1.116,Linux,1,0,0,0,0,1,1
Asus,4,0,Intel,Intel Core i3,0.927,Windows,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Core i7,3.557,Windows,1,0,0,0,1,1,1
Lenovo,4,1,Intel,Intel Dual Core,1.021,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,4.039,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i5,2.108,Linux,0,0,0,0,0,0,0
HP,8,0,Nvidia,Intel Core i5,2.406,Windows,0,0,0,0,0,0,0
HP,8,0,Intel,Intel Core i7,1.341,Windows,1,0,0,0,1,1,1
Lenovo,8,1,Nvidia,Intel Core i7,4.37,Windows,1,0,0,0,1,0,0
Asus,4,0,Intel,Intel Dual Core,0.592,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i7,1.603,Windows,1,0,0,0,1,1,1
Acer,4,0,Nvidia,Intel Core i5,1.313,Windows,0,0,0,0,0,0,0
Lenovo,16,0,AMD,Intel Core i7,2.342,Windows,1,1,1,1,1,0,0
HP,8,0,Nvidia,Intel Core i7,8.417,Windows,1,0,0,0,1,0,0
Dell,8,0,AMD,Intel Core i5,1.671,Windows,0,0,0,0,0,0,0
MSI,16,0,Nvidia,Intel Core i7,5.113,Windows,1,1,1,1,1,0,0
HP,8,0,Intel,Intel Core i7,4.628,Windows,1,0,0,0,1,1,1
Lenovo,16,1,Intel,Intel Core i7,5.2,Windows,1,0,0,1,1,1,1
MSI,8,0,Nvidia,Intel Core i7,2.436,Windows,1,0,0,0,1,0,0
HP,8,1,Intel,Intel Core i5,3.472,Windows,1,0,0,0,0,1,1
HP,8,0,Nvidia,Intel Core i7,4.75,Windows,1,0,0,0,1,0,0
HP,8,1,Intel,Intel Core i7,3.834,Windows,1,0,0,0,1,1,1
HP,8,0,Nvidia,Intel Core i7,4.047,Windows,1,0,0,0,1,0,0
HP,8,0,Intel,Intel Core i7,4.895,Windows,1,0,0,0,1,1,1
Dell,8,0,Nvidia,Intel Core i7,2.152,Windows,1,0,0,0,1,0,0
HP,8,0,Intel,Intel Core i5,3.365,Windows,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Core i7,4.985,Windows,1,0,0,0,1,1,1
Lenovo,4,0,Intel,Intel Core i3,0.722,Linux,1,0,0,0,0,1,1
HP,4,0,AMD,AMD Processor,0.633,Windows,0,0,0,0,0,0,0
Lenovo,8,0,AMD,Intel Core i5,1.277,Linux,0,0,0,0,0,0,0
Dell,8,0,Nvidia,Intel Core i7,2.555,Windows,1,0,0,0,1,0,0
Dell,8,1,Nvidia,Intel Core i5,4.797,Windows,0,0,0,0,0,0,0
HP,4,0,AMD,AMD Processor,1.021,Windows,0,0,0,0,0,0,0
MSI,16,0,Nvidia,Intel Core i7,3.181,Windows,1,1,1,1,1,0,0
Lenovo,12,0,Intel,Intel Core i7,4.9,Windows,1,0,0,0,1,1,1
Lenovo,8,0,AMD,Intel Core i5,1.68,Windows,0,0,0,0,0,0,0
HP,8,1,Intel,Intel Core i7,4.35,Windows,1,0,0,0,1,1,1
Lenovo,8,0,Intel,Intel Core i7,3.195,Windows,1,0,0,0,1,1,1
MSI,16,0,Nvidia,Intel Core i7,3.77,Windows,1,1,1,1,1,0,0
HP,8,0,Nvidia,Intel Core i7,1.916,Windows,1,0,0,0,1,0,0
Lenovo,8,0,Intel,Intel Core i3,0.978,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,1.017,Linux,1,0,0,0,0,1,1
Dell,8,0,Nvidia,Intel Core i7,3.193,Windows,1,0,0,0,1,0,0
Lenovo,8,0,Intel,Intel Core i5,2.962,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Nvidia,Intel Core i3,0.997,Windows,1,0,0,0,0,1,1
HP,2,0,Intel,Intel Dual Core,0.531,Windows,1,0,0,0,0,1,1
MSI,8,0,Nvidia,Intel Core i7,1.788,Windows,1,0,0,0,1,0,0
HP,8,0,Intel,Intel Core i7,1.447,Windows,1,0,0,0,1,1,1
HP,16,0,Intel,Intel Core i7,2.47,Windows,1,0,0,1,1,1,1
Asus,4,0,Intel,Intel Dual Core,0.786,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Core i5,0.848,Linux,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i7,1.511,Linux,1,0,0,0,1,0,0
Asus,4,0,Intel,Intel Core i3,1.639,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Core i7,1.758,Windows,1,0,0,0,1,1,1
Lenovo,16,0,Nvidia,Intel Core i7,2.781,Windows,1,1,1,1,1,0,0
MSI,16,0,Nvidia,Intel Core i7,4.589,Windows,1,1,1,1,1,0,0
HP,4,0,Intel,Intel Core i3,1.385,Windows,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Core i5,3.489,Windows,1,0,0,0,0,1,1
Lenovo,6,0,Nvidia,Intel Core i7,1.771,Windows,1,0,0,0,1,0,0
Dell,8,0,Nvidia,Intel Core i7,1.907,Linux,1,0,0,0,1,0,0
Acer,4,0,Intel,Intel Dual Core,0.71,Windows,1,0,0,0,0,1,1
HP,6,0,Nvidia,Intel Core i7,1.703,Windows,1,0,0,0,1,0,0
Asus,8,0,Nvidia,Intel Core i7,1.937,Windows,1,0,0,0,1,0,0
Dell,16,1,Intel,Intel Core i7,2.513,Windows,1,0,0,1,1,1,1
Acer,4,0,Nvidia,Intel Core i5,1.473,Windows,0,0,0,0,0,0,0
Dell,8,1,Intel,Intel Core i5,2.342,Linux,1,0,0,0,0,1,1
Acer,16,0,Nvidia,Intel Core i7,5.539,Windows,1,1,1,1,1,0,0
Lenovo,8,0,Nvidia,Intel Core i5,1.745,Windows,0,0,0,0,0,0,0
HP,4,0,Intel,Intel Core i5,1.034,Windows,1,0,0,0,0,1,1
Apple,8,0,Intel,Intel Dual Core,2.479,Mac,1,0,0,0,0,1,1
Dell,8,1,Intel,Intel Core i5,2.555,Windows,1,0,0,0,0,1,1
HP,12,0,Nvidia,Intel Core i7,2.828,Windows,1,0,0,0,1,0,0
Lenovo,4,0,AMD,Intel Core i3,0.784,Linux,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,4.582,Windows,1,1,1,1,1,0,0
Acer,4,0,Intel,Intel Dual Core,0.58,Linux,1,0,0,0,0,1,1
MSI,16,0,Nvidia,Intel Core i7,4.367,Windows,1,1,1,1,1,0,0
Dell,4,0,AMD,Intel Core i3,1.063,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i7,1.341,Linux,1,0,0,0,1,0,0
Dell,16,1,Intel,Intel Core i7,2.739,Windows,1,0,0,1,1,1,1
Dell,16,1,Intel,Intel Core i7,5.712,Windows,1,0,0,1,1,1,1
Asus,8,0,Nvidia,Intel Core i7,2.491,Windows,1,0,0,0,1,0,0
Dell,8,0,AMD,Intel Core i5,1.895,Windows,0,0,0,0,0,0,0
HP,8,0,Intel,Intel Core i5,1.234,Windows,1,0,0,0,0,1,1
Lenovo,4,0,AMD,AMD Processor,0.637,Windows,0,0,0,0,0,0,0
Acer,8,0,Nvidia,Intel Core i3,1.341,Windows,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,5.219,Windows,1,1,1,1,1,0,0
Apple,8,0,Intel,Intel Dual Core,2.726,Mac,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,3.727,Windows,1,1,1,1,1,0,0
MSI,16,0,Nvidia,Intel Core i7,4.154,Windows,1,1,1,1,1,0,0
Dell,8,1,Intel,Intel Core i5,2.129,Windows,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,4.154,Windows,1,1,1,1,1,0,0
Acer,2,0,Intel,Intel Dual Core,0.371,Linux,1,0,0,0,0,1,1
Acer,4,0,Nvidia,Intel Core i3,1.274,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i5,1.149,Linux,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i7,2.711,Windows,1,0,0,0,1,0,0
Acer,8,1,Intel,Intel Core i7,2.449,Windows,1,0,0,0,1,1,1
Lenovo,8,0,Intel,Intel Core i7,3.259,Windows,1,0,0,0,1,1,1
MSI,8,0,Nvidia,Intel Core i7,3.146,Windows,1,0,0,0,1,0,0
HP,6,0,AMD,AMD Processor,1.127,Windows,0,0,0,0,0,0,0
Dell,8,1,Intel,Intel Core i5,3.652,Windows,1,0,0,0,0,1,1
Dell,4,1,Intel,Intel Core i3,1.085,Windows,1,0,0,0,0,1,1
Asus,4,0,Intel,Intel Dual Core,0.659,Windows,1,0,0,0,0,1,1
Dell,8,1,Intel,Intel Core i7,3.148,Windows,1,0,0,0,1,1,1
Dell,4,0,Intel,Intel Core i5,1.112,Linux,1,0,0,0,0,1,1
Lenovo,16,1,Nvidia,Intel Core i7,2.193,Windows,1,1,1,1,1,0,0
MSI,8,0,Nvidia,Intel Core i7,2.449,Windows,1,0,0,0,1,0,0
Lenovo,16,1,Intel,Intel Core i7,3.516,Windows,1,0,0,1,1,1,1
Razer,16,0,Nvidia,Intel Core i7,7.457,Windows,1,1,1,1,1,0,0
Dell,8,1,Intel,Intel Core i3,1.0,Windows,1,0,0,0,0,1,1
MSI,16,0,Nvidia,Intel Core i7,3.406,Windows,1,1,1,1,1,0,0
Apple,4,0,Intel,Intel Core i5,2.044,Mac,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i3,1.019,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i7,4.685,Windows,1,0,0,0,1,1,1
Dell,4,0,Intel,Intel Core i5,1.571,Windows,1,0,0,0,0,1,1
MSI,8,0,Nvidia,Intel Core i7,2.491,Windows,1,0,0,0,1,0,0
Lenovo,16,0,Intel,Intel Core i7,3.195,Windows,1,0,0,1,1,1,1
Lenovo,6,0,AMD,AMD Processor,1.274,Windows,0,0,0,0,0,0,0
Asus,8,0,Intel,Intel Core i7,2.728,Windows,1,0,0,0,1,1,1
Acer,4,0,Intel,Intel Core i3,0.771,Linux,1,0,0,0,0,1,1
Dell,16,1,Nvidia,Intel Core i7,3.834,Windows,1,1,1,1,1,0,0
HP,4,0,Intel,Intel Core i5,2.344,Windows,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,3.41,Windows,1,1,1,1,1,0,0
Dell,4,0,Intel,Intel Core i5,1.865,Windows,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,4.955,Windows,1,1,1,1,1,0,0
Lenovo,8,0,Intel,Intel Core i5,1.221,Linux,1,0,0,0,0,1,1
Dell,8,1,Intel,Intel Core i5,3.864,Windows,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Dual Core,0.691,Linux,1,0,0,0,0,1,1
HP,4,0,AMD,AMD Processor,0.85,Windows,0,0,0,0,0,0,0
Lenovo,6,0,Nvidia,Intel Core i3,1.213,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i5,2.285,Windows,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Dual Core,0.946,Windows,1,0,0,0,0,1,1
Asus,4,0,Intel,Intel Dual Core,0.722,Windows,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,4.049,Windows,1,1,1,1,1,0,0
Dell,4,0,Intel,Intel Core i3,1.044,Windows,1,0,0,0,0,1,1
Lenovo,8,0,AMD,Intel Core i7,1.907,Windows,1,0,0,0,1,0,0
MSI,8,0,Nvidia,Intel Core i7,2.619,Windows,1,0,0,0,1,0,0
Lenovo,4,1,Intel,Intel Core i5,1.775,Windows,1,0,0,0,0,1,1
Asus,8,0,Intel,Intel Dual Core,1.554,Windows,1,0,0,0,0,1,1
Dell,6,0,Intel,Intel Core i3,0.978,Windows,1,0,0,0,0,1,1
Acer,4,0,Intel,Intel Dual Core,0.616,Linux,1,0,0,0,0,1,1
Dell,2,0,Intel,Intel Dual Core,0.808,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i7,1.916,Windows,1,0,0,0,1,0,0
HP,6,0,AMD,AMD Processor,1.172,Windows,0,0,0,0,0,0,0
Dell,8,0,AMD,Intel Core i7,1.718,Linux,1,0,0,0,1,0,0
HP,2,0,Intel,Intel Dual Core,0.445,Windows,1,0,0,0,0,1,1
Asus,4,0,Nvidia,Intel Core i7,1.535,Windows,1,0,0,0,1,0,0
Lenovo,4,1,Intel,Intel Core i7,1.36,Windows,1,0,0,0,1,1,1
Lenovo,16,1,Intel,Intel Core i7,3.195,Windows,1,0,0,1,1,1,1
Lenovo,2,0,Intel,Intel Dual Core,0.488,Windows,1,0,0,0,0,1,1
HP,6,0,AMD,Intel Core i7,1.628,Windows,1,0,0,0,1,0,0
Asus,4,0,Intel,Intel Dual Core,0.786,Windows,1,0,0,0,0,1,1
Asus,8,0,Intel,Intel Dual Core,1.554,Windows,1,0,0,0,0,1,1
Dell,6,0,Intel,Intel Core i3,0.978,Windows,1,0,0,0,0,1,1
Acer,4,0,Intel,Intel Dual Core,0.616,Linux,1,0,0,0,0,1,1
Dell,2,0,Intel,Intel Dual Core,0.808,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i7,1.916,Windows,1,0,0,0,1,0,0
HP,6,0,AMD,AMD Processor,1.172,Windows,0,0,0,0,0,0,0
Dell,8,0,AMD,Intel Core i7,1.718,Linux,1,0,0,0,1,0,0
HP,2,0,Intel,Intel Dual Core,0.445,Windows,1,0,0,0,0,1,1
Asus,4,0,Nvidia,Intel Core i7,1.535,Windows,1,0,0,0,1,0,0
Lenovo,4,1,Intel,Intel Core i7,1.36,Windows,1,0,0,0,1,1,1
Lenovo,16,1,Intel,Intel Core i7,3.195,Windows,1,0,0,1,1,1,1
Lenovo,2,0,Intel,Intel Dual Core,0.488,Windows,1,0,0,0,0,1,1
HP,6,0,AMD,Intel Core i7,1.628,Windows,1,0,0,0,1,0,0
Asus,4,0,Intel,Intel Dual Core,0.786,Windows,1,0,0,0,0,1,1
Asus,8,0,Intel,Intel Dual Core,1.554,Windows,1,0,0,0,0,1,1
Dell,6,0,Intel,Intel Core i3,0.978,Windows,1,0,0,0,0,1,1
Acer,4,0,Intel,Intel Dual Core,0.616,Linux,1,0,0,0,0,1,1
Dell,2,0,Intel,Intel Dual Core,0.808,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i7,1.916,Windows,1,0,0,0,1,0,0
HP,6,0,AMD,AMD Processor,1.172,Windows,0,0,0,0,0,0,0
Dell,8,0,AMD,Intel Core i7,1.718,Linux,1,0,0,0,1,0,0
HP,2,0,Intel,Intel Dual Core,0.445,Windows,1,0,0,0,0,1,1
Asus,4,0,Nvidia,Intel Core i7,1.535,Windows,1,0,0,0,1,0,0
