M,G,MD,W,AI,S,O,P,os,Company,Touchscreen,Cpu_brand,Ram,Gpu_brand
1,0,0,0,1,1,1,4.184,Windows,Dell,1,Intel Core i7,8,Intel
1,1,1,1,1,0,0,5.967,Windows,Dell,0,Intel Core i7,32,Nvidia
1,0,0,0,0,1,1,2.515,Windows,Toshiba,0,Intel Core i5,8,Intel
1,1,1,1,1,0,0,4.369,Windows,Asus,0,Intel Core i7,16,Nvidia
0,0,0,0,0,0,0,2.086,Windows,HP,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,2.135,Windows,Lenovo,0,Intel Core i5,4,Intel
1,1,1,1,1,0,0,3.834,Windows,Asus,1,Intel Core i7,16,Nvidia
1,0,0,0,1,1,1,1.234,Windows,HP,0,Intel Core i7,6,Intel
1,1,1,1,1,0,0,3.727,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,1,1,1,2.768,Windows,Dell,1,Intel Core i7,12,Intel
1,0,0,0,0,1,1,2.547,Windows,Toshiba,0,Intel Core i5,4,Intel
0,0,0,0,0,0,0,1.17,Windows,Lenovo,0,AMD Processor,6,AMD
1,0,0,0,0,1,1,1.383,Windows,Fujitsu,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,1.95,Windows,Toshiba,0,Intel Core i5,4,Intel
0,0,0,0,0,0,0,1.277,Windows,Dell,0,Intel Core i5,4,AMD
1,0,0,0,0,1,1,1.718,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,1,0,0,2.534,Windows,Lenovo,0,Intel Core i7,8,Nvidia
1,0,0,0,1,0,0,1.596,Windows,Dell,0,Intel Core i7,8,AMD
1,0,0,0,0,1,1,2.385,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,4.066,Windows,HP,0,Intel Dual Core,8,Intel
1,0,0,0,0,1,1,1.063,Windows,HP,0,Intel Core i3,4,AMD
1,0,0,0,0,1,1,0.577,Linux,Lenovo,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,2.875,Windows,Lenovo,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.895,Windows,Dell,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.451,Windows,Asus,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,2.875,Windows,HP,1,Intel Core i7,8,Intel
1,0,0,0,0,1,1,0.81,Windows,Acer,0,Intel Dual Core,4,Intel
1,1,1,1,1,0,0,3.834,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,1,1,1,4.452,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,1,0,0,2.685,Windows,Acer,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,2.534,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.166,Windows,Dell,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,1.66,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.547,Windows,Toshiba,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.344,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.568,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,1,1,1,3.088,Windows,HP,0,Intel Core i7,8,Intel
0,0,0,0,0,0,0,2.236,Windows,HP,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,1.458,Windows,HP,0,Intel Core i3,4,Intel
0,0,0,0,0,0,0,2.023,Windows,Dell,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,3.28,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,3.389,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,1,1,1,4.022,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.705,Windows,HP,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,2.579,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.641,Windows,HP,0,Intel Core i3,4,Intel
1,1,1,1,1,0,0,6.325,Windows,Lenovo,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,3.175,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,4.75,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.696,Windows,Dell,1,Intel Core i3,4,Intel
1,0,0,0,0,1,1,3.389,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.449,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,1,0,0,2.526,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,2.23,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,3.323,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.534,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.259,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,3.461,Windows,Dell,1,Intel Core i5,8,Intel
0,0,0,0,0,0,0,2.302,Windows,HP,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,2.074,Windows,HP,0,Intel Core i5,4,Intel
0,0,0,0,0,0,0,0.872,Windows,Acer,0,AMD Processor,6,AMD
1,0,0,0,1,0,0,2.54,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,2.547,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,2.619,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,1,1,1,2.875,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.581,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,1,1,1,3.676,Windows,Toshiba,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,2.265,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.154,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,1.805,Windows,Lenovo,1,Intel Core i7,4,Intel
1,0,0,0,0,1,1,0.449,Windows,Vero,0,Intel Dual Core,2,Intel
1,1,1,1,1,0,0,3.037,Windows,Toshiba,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,2.237,Windows,Lenovo,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.131,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,4.483,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,3.131,Windows,HP,0,Intel Core i5,8,Intel
1,1,1,1,1,0,0,3.294,Windows,MSI,0,Intel Core i7,16,Nvidia
1,1,1,1,1,0,0,4.88,Windows,Lenovo,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,0.614,Linux,Asus,0,Intel Dual Core,4,Intel
1,0,0,1,1,1,1,5.584,Windows,Lenovo,0,Intel Core i7,16,Intel
1,0,0,0,1,0,0,2.086,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,2.332,Windows,Dell,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.086,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,1,1,1,1,4.804,Windows,Dell,1,Intel Core i7,16,Intel
1,0,0,0,0,1,1,1.503,Windows,HP,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,1.063,Linux,HP,0,Intel Core i5,4,Intel
0,0,0,0,0,0,0,0.957,Windows,Acer,0,AMD Processor,8,AMD
1,0,0,0,1,1,1,2.768,Windows,Dell,1,Intel Core i7,12,Intel
1,1,1,1,1,0,0,3.877,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,1,1,1,2.28,Windows,HP,0,Intel Core i7,8,Intel
1,1,1,1,1,0,0,2.127,Linux,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.191,Windows,Dell,0,Intel Core i5,4,Intel
1,1,1,1,1,0,0,2.11,Windows,Dell,0,Intel Core i7,16,AMD
1,1,1,1,1,0,0,4.111,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,1,1,1,3.107,Windows,Dell,0,Intel Core i7,8,Intel
1,0,0,0,1,1,1,1.701,Windows,Dell,1,Intel Core i7,8,Intel
1,1,1,1,1,0,0,2.832,Windows,Dell,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,2.771,Mac,Apple,0,Intel Dual Core,8,Intel
1,0,0,0,0,1,1,1.027,Windows,Dell,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,2.555,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.555,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,2.323,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,1,1,1,3.652,Windows,Lenovo,1,Intel Core i7,8,Intel
0,0,0,0,0,0,0,1.404,Windows,Lenovo,0,Intel Core i5,8,AMD
0,0,0,0,0,0,0,2.082,Windows,Lenovo,0,Intel Core i5,4,Nvidia
1,1,1,1,1,0,0,5.326,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.151,Windows,Lenovo,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.003,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.982,Windows,Lenovo,1,Intel Dual Core,8,Intel
1,1,1,1,1,0,0,6.905,Windows,Lenovo,0,Intel Core i7,32,Nvidia
1,0,0,0,0,1,1,1.377,Windows,Lenovo,1,Intel Dual Core,4,Intel
1,0,0,1,1,1,1,4.367,Windows,HP,0,Intel Core i7,16,Intel
1,0,0,0,0,1,1,1.598,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.197,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,1,0,0,3.186,Windows,HP,0,Intel Core i7,8,AMD
1,0,0,0,0,1,1,2.555,Windows,Lenovo,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.311,Linux,HP,0,Intel Dual Core,4,Intel
0,0,0,0,0,0,0,0.825,Windows,Acer,0,AMD Processor,4,AMD
1,0,0,0,0,1,1,0.839,Linux,Dell,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,0.737,Linux,HP,0,Intel Core i3,4,Intel
1,0,0,0,1,0,0,3.408,Windows,Asus,0,Intel Core i7,8,Nvidia
0,0,0,0,0,0,0,1.744,Windows,Dell,0,Intel Core i5,4,AMD
1,0,0,0,0,1,1,3.408,Windows,HP,0,Intel Core i5,4,Intel
0,0,0,0,0,0,0,1.703,Windows,Acer,0,Intel Core i5,8,Nvidia
0,0,0,0,0,0,0,1.361,Windows,Dell,0,Intel Core i5,8,AMD
1,0,0,0,1,0,0,3.408,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,1.066,Windows,HP,0,Intel Dual Core,4,Intel
1,1,1,1,1,0,0,4.9,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,2.419,Windows,Dell,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,2.487,Windows,Dell,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,0.445,Linux,Acer,0,Intel Dual Core,4,Intel
1,0,0,0,1,0,0,6.178,Windows,HP,0,Intel Core i7,8,AMD
1,1,1,1,1,0,0,2.555,Windows,Lenovo,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,3.012,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,1,0,0,3.221,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,1.848,Windows,Lenovo,1,Intel Core i5,4,Intel
0,0,0,0,0,0,0,0.848,Windows,HP,0,AMD Processor,4,AMD
1,1,1,1,1,0,0,2.854,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,3.621,Windows,HP,1,Intel Dual Core,8,Intel
0,0,0,0,0,0,0,1.639,Windows,Dell,0,Intel Core i5,4,AMD
1,0,0,0,0,1,1,0.914,Windows,Lenovo,0,Intel Core i3,4,Intel
1,0,0,0,1,1,1,4.196,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.17,Linux,Lenovo,1,Intel Dual Core,4,Intel
1,0,0,0,1,1,1,2.939,Windows,Dell,0,Intel Core i7,8,Intel
1,1,1,1,1,0,0,5.861,Windows,Lenovo,0,Intel Core i7,16,Nvidia
1,0,0,0,1,1,1,2.193,Windows,Razer,1,Intel Core i7,8,Intel
1,0,0,1,1,1,1,4.744,Windows,Toshiba,0,Intel Core i7,16,Intel
1,0,0,0,1,0,0,2.797,Windows,Asus,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,0.418,Windows,Vero,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,3.602,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,3.225,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.116,Linux,Dell,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,0.927,Windows,Asus,0,Intel Core i3,4,Intel
1,0,0,0,1,1,1,3.557,Windows,Lenovo,1,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.021,Windows,Lenovo,1,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,4.039,Windows,HP,0,Intel Core i5,8,Intel
0,0,0,0,0,0,0,2.108,Linux,Lenovo,0,Intel Core i5,8,Nvidia
0,0,0,0,0,0,0,2.406,Windows,HP,0,Intel Core i5,8,Nvidia
1,0,0,0,1,1,1,1.341,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,1,0,0,4.37,Windows,Lenovo,1,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,0.592,Windows,Asus,0,Intel Dual Core,4,Intel
1,0,0,0,1,1,1,1.603,Windows,HP,0,Intel Core i7,8,Intel
0,0,0,0,0,0,0,1.313,Windows,Acer,0,Intel Core i5,4,Nvidia
1,1,1,1,1,0,0,2.342,Windows,Lenovo,0,Intel Core i7,16,AMD
1,0,0,0,1,0,0,8.417,Windows,HP,0,Intel Core i7,8,Nvidia
0,0,0,0,0,0,0,1.671,Windows,Dell,0,Intel Core i5,8,AMD
1,1,1,1,1,0,0,5.113,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,1,1,1,4.628,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,1,1,1,1,5.2,Windows,Lenovo,1,Intel Core i7,16,Intel
1,0,0,0,1,0,0,2.436,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,3.472,Windows,HP,1,Intel Core i5,8,Intel
1,0,0,0,1,0,0,4.75,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,1,1,1,3.834,Windows,HP,1,Intel Core i7,8,Intel
1,0,0,0,1,0,0,4.047,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,1,1,1,4.895,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,1,0,0,2.152,Windows,Dell,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,3.365,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,4.985,Windows,Lenovo,1,Intel Core i7,8,Intel
1,0,0,0,0,1,1,0.722,Linux,Lenovo,0,Intel Core i3,4,Intel
0,0,0,0,0,0,0,0.633,Windows,HP,0,AMD Processor,4,AMD
0,0,0,0,0,0,0,1.277,Linux,Lenovo,0,Intel Core i5,8,AMD
1,0,0,0,1,0,0,2.555,Windows,Dell,0,Intel Core i7,8,Nvidia
0,0,0,0,0,0,0,4.797,Windows,Dell,1,Intel Core i5,8,Nvidia
0,0,0,0,0,0,0,1.021,Windows,HP,0,AMD Processor,4,AMD
1,1,1,1,1,0,0,3.181,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,1,1,1,4.9,Windows,Lenovo,0,Intel Core i7,12,Intel
0,0,0,0,0,0,0,1.68,Windows,Lenovo,0,Intel Core i5,8,AMD
1,0,0,0,1,1,1,4.35,Windows,HP,1,Intel Core i7,8,Intel
1,0,0,0,1,1,1,3.195,Windows,Lenovo,0,Intel Core i7,8,Intel
1,1,1,1,1,0,0,3.77,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,1,0,0,1.916,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,0.978,Windows,Lenovo,0,Intel Core i3,8,Intel
1,0,0,0,0,1,1,1.017,Linux,HP,0,Intel Core i5,4,Intel
1,0,0,0,1,0,0,3.193,Windows,Dell,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,2.962,Windows,Lenovo,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,0.997,Windows,Lenovo,0,Intel Core i3,4,Nvidia
1,0,0,0,0,1,1,0.531,Windows,HP,0,Intel Dual Core,2,Intel
1,0,0,0,1,0,0,1.788,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,0,1,1,1,1.447,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,1,1,1,1,2.47,Windows,HP,0,Intel Core i7,16,Intel
1,0,0,0,0,1,1,0.786,Windows,Asus,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,0.848,Linux,Lenovo,0,Intel Core i5,4,Intel
1,0,0,0,1,0,0,1.511,Linux,Lenovo,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,1.639,Windows,Asus,0,Intel Core i3,4,Intel
1,0,0,0,1,1,1,1.758,Windows,Lenovo,0,Intel Core i7,4,Intel
1,1,1,1,1,0,0,2.781,Windows,Lenovo,0,Intel Core i7,16,Nvidia
1,1,1,1,1,0,0,4.589,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.385,Windows,HP,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,3.489,Windows,Lenovo,1,Intel Core i5,8,Intel
1,0,0,0,1,0,0,1.771,Windows,Lenovo,0,Intel Core i7,6,Nvidia
1,0,0,0,1,0,0,1.907,Linux,Dell,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,0.71,Windows,Acer,0,Intel Dual Core,4,Intel
1,0,0,0,1,0,0,1.703,Windows,HP,0,Intel Core i7,6,Nvidia
1,0,0,0,1,0,0,1.937,Windows,Asus,0,Intel Core i7,8,Nvidia
1,0,0,1,1,1,1,2.513,Windows,Dell,1,Intel Core i7,16,Intel
0,0,0,0,0,0,0,1.473,Windows,Acer,0,Intel Core i5,4,Nvidia
1,0,0,0,0,1,1,2.342,Linux,Dell,1,Intel Core i5,8,Intel
1,1,1,1,1,0,0,5.539,Windows,Acer,0,Intel Core i7,16,Nvidia
0,0,0,0,0,0,0,1.745,Windows,Lenovo,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,1.034,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.479,Mac,Apple,0,Intel Dual Core,8,Intel
1,0,0,0,0,1,1,2.555,Windows,Dell,1,Intel Core i5,8,Intel
1,0,0,0,1,0,0,2.828,Windows,HP,0,Intel Core i7,12,Nvidia
1,0,0,0,0,1,1,0.784,Linux,Lenovo,0,Intel Core i3,4,AMD
1,1,1,1,1,0,0,4.582,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,0.58,Linux,Acer,0,Intel Dual Core,4,Intel
1,1,1,1,1,0,0,4.367,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.063,Windows,Dell,0,Intel Core i3,4,AMD
1,0,0,0,1,0,0,1.341,Linux,Lenovo,0,Intel Core i7,8,Nvidia
1,0,0,1,1,1,1,2.739,Windows,Dell,1,Intel Core i7,16,Intel
1,0,0,1,1,1,1,5.712,Windows,Dell,1,Intel Core i7,16,Intel
1,0,0,0,1,0,0,2.491,Windows,Asus,0,Intel Core i7,8,Nvidia
0,0,0,0,0,0,0,1.895,Windows,Dell,0,Intel Core i5,8,AMD
1,0,0,0,0,1,1,1.234,Windows,HP,0,Intel Core i5,8,Intel
0,0,0,0,0,0,0,0.637,Windows,Lenovo,0,AMD Processor,4,AMD
1,0,0,0,0,1,1,1.341,Windows,Acer,0,Intel Core i3,8,Nvidia
1,1,1,1,1,0,0,5.219,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,2.726,Mac,Apple,0,Intel Dual Core,8,Intel
1,1,1,1,1,0,0,3.727,Windows,Asus,0,Intel Core i7,16,Nvidia
1,1,1,1,1,0,0,4.154,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,2.129,Windows,Dell,1,Intel Core i5,8,Intel
1,1,1,1,1,0,0,4.154,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,0.371,Linux,Acer,0,Intel Dual Core,2,Intel
1,0,0,0,0,1,1,1.274,Windows,Acer,0,Intel Core i3,4,Nvidia
1,0,0,0,0,1,1,1.149,Linux,Lenovo,0,Intel Core i5,8,Intel
1,0,0,0,1,0,0,2.711,Windows,Lenovo,0,Intel Core i7,8,Nvidia
1,0,0,0,1,1,1,2.449,Windows,Acer,1,Intel Core i7,8,Intel
1,0,0,0,1,1,1,3.259,Windows,Lenovo,0,Intel Core i7,8,Intel
1,0,0,0,1,0,0,3.146,Windows,MSI,0,Intel Core i7,8,Nvidia
0,0,0,0,0,0,0,1.127,Windows,HP,0,AMD Processor,6,AMD
1,0,0,0,0,1,1,3.652,Windows,Dell,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.085,Windows,Dell,1,Intel Core i3,4,Intel
1,0,0,0,0,1,1,0.659,Windows,Asus,0,Intel Dual Core,4,Intel
1,0,0,0,1,1,1,3.148,Windows,Dell,1,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.112,Linux,Dell,0,Intel Core i5,4,Intel
1,1,1,1,1,0,0,2.193,Windows,Lenovo,1,Intel Core i7,16,Nvidia
1,0,0,0,1,0,0,2.449,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,1,1,1,1,3.516,Windows,Lenovo,1,Intel Core i7,16,Intel
1,1,1,1,1,0,0,7.457,Windows,Razer,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.0,Windows,Dell,1,Intel Core i3,8,Intel
1,1,1,1,1,0,0,3.406,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,2.044,Mac,Apple,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,1.019,Windows,HP,0,Intel Core i3,4,Intel
1,0,0,0,1,1,1,4.685,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.571,Windows,Dell,0,Intel Core i5,4,Intel
1,0,0,0,1,0,0,2.491,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,1,1,1,1,3.195,Windows,Lenovo,0,Intel Core i7,16,Intel
0,0,0,0,0,0,0,1.274,Windows,Lenovo,0,AMD Processor,6,AMD
1,0,0,0,1,1,1,2.728,Windows,Asus,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,0.771,Linux,Acer,0,Intel Core i3,4,Intel
1,1,1,1,1,0,0,3.834,Windows,Dell,1,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,2.344,Windows,HP,0,Intel Core i5,4,Intel
1,1,1,1,1,0,0,3.41,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.865,Windows,Dell,0,Intel Core i5,4,Intel
1,1,1,1,1,0,0,4.955,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.221,Linux,Lenovo,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,3.864,Windows,Dell,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,0.691,Linux,Dell,0,Intel Dual Core,4,Intel
0,0,0,0,0,0,0,0.85,Windows,HP,0,AMD Processor,4,AMD
1,0,0,0,0,1,1,1.213,Windows,Lenovo,0,Intel Core i3,6,Nvidia
1,0,0,0,0,1,1,2.285,Windows,Lenovo,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,0.946,Windows,Dell,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,0.722,Windows,Asus,0,Intel Dual Core,4,Intel
1,1,1,1,1,0,0,4.049,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.044,Windows,Dell,0,Intel Core i3,4,Intel
1,0,0,0,1,0,0,1.907,Windows,Lenovo,0,Intel Core i7,8,AMD
1,0,0,0,1,0,0,2.619,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,1.775,Windows,Lenovo,1,Intel Core i5,4,Intel
1,0,0,0,0,1,1,1.554,Windows,Asus,0,Intel Dual Core,8,Intel
1,0,0,0,0,1,1,0.978,Windows,Dell,0,Intel Core i3,6,Intel
1,0,0,0,0,1,1,0.616,Linux,Acer,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,0.808,Windows,Dell,0,Intel Dual Core,2,Intel
1,0,0,0,1,0,0,1.916,Windows,Lenovo,0,Intel Core i7,8,Nvidia
0,0,0,0,0,0,0,1.172,Windows,HP,0,AMD Processor,6,AMD
1,0,0,0,1,0,0,1.718,Linux,Dell,0,Intel Core i7,8,AMD
1,0,0,0,0,1,1,0.445,Windows,HP,0,Intel Dual Core,2,Intel
1,0,0,0,1,0,0,1.535,Windows,Asus,0,Intel Core i7,4,Nvidia
1,0,0,0,1,1,1,1.36,Windows,Lenovo,1,Intel Core i7,4,Intel
1,0,0,1,1,1,1,3.195,Windows,Lenovo,1,Intel Core i7,16,Intel
1,0,0,0,0,1,1,0.488,Windows,Lenovo,0,Intel Dual Core,2,Intel
1,0,0,0,1,0,0,1.628,Windows,HP,0,Intel Core i7,6,AMD
1,0,0,0,0,1,1,0.786,Windows,Asus,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,1.554,Windows,Asus,0,Intel Dual Core,8,Intel
1,0,0,0,0,1,1,0.978,Windows,Dell,0,Intel Core i3,6,Intel
1,0,0,0,0,1,1,0.616,Linux,Acer,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,0.808,Windows,Dell,0,Intel Dual Core,2,Intel
1,0,0,0,1,0,0,1.916,Windows,Lenovo,0,Intel Core i7,8,Nvidia
0,0,0,0,0,0,0,1.172,Windows,HP,0,AMD Processor,6,AMD
1,0,0,0,1,0,0,1.718,Linux,Dell,0,Intel Core i7,8,AMD
1,0,0,0,0,1,1,0.445,Windows,HP,0,Intel Dual Core,2,Intel
1,0,0,0,1,0,0,1.535,Windows,Asus,0,Intel Core i7,4,Nvidia
1,0,0,0,1,1,1,1.36,Windows,Lenovo,1,Intel Core i7,4,Intel
1,0,0,1,1,1,1,3.195,Windows,Lenovo,1,Intel Core i7,16,Intel
1,0,0,0,0,1,1,0.488,Windows,Lenovo,0,Intel Dual Core,2,Intel
1,0,0,0,1,0,0,1.628,Windows,HP,0,Intel Core i7,6,AMD
1,0,0,0,0,1,1,0.786,Windows,Asus,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,1.554,Windows,Asus,0,Intel Dual Core,8,Intel
1,0,0,0,0,1,1,0.978,Windows,Dell,0,Intel Core i3,6,Intel
1,0,0,0,0,1,1,0.616,Linux,Acer,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,0.808,Windows,Dell,0,Intel Dual Core,2,Intel
1,0,0,0,1,0,0,1.916,Windows,Lenovo,0,Intel Core i7,8,Nvidia
0,0,0,0,0,0,0,1.172,Windows,HP,0,AMD Processor,6,AMD
1,0,0,0,1,0,0,1.718,Linux,Dell,0,Intel Core i7,8,AMD
1,0,0,0,0,1,1,0.445,Windows,HP,0,Intel Dual Core,2,Intel
1,0,0,0,1,0,0,1.535,Windows,Asus,0,Intel Core i7,4,Nvidia
